id,Entidad,Municipio,Aborto,Abuso_de_confianza,Abuso_sexual,Acoso_sexual,Allanamiento_de_morada,Amenazas,Contra_el_medio_ambiente,Corrupcion_de_menores,Dano_a_la_propiedad,por_servidores_publicos,Despojo,Electorales,Evasion_de_presos,Extorsion,Falsedad,Falsificacion,Feminicidio,Fraude,Homicidio,Hostigamiento_sexual,Incesto,Incump_obligaciones_asistencia_fam,Lesiones,Narcomenudeo,contra_el_patrimonio,Otros_contra_la_familia,Otros_contra_la_sociedad,Otros_Fuero_Comun,libertad_personal,libertad_seguridad_sexual,vida_integridad_corporal,Rapto,Robo,Secuestro,Trafico_de_menores,Trata_de_personas,Violacion_equiparada,Violacion_simple,Violencia_de_genero,Violencia_familiar,XCOORD,YCOORD
01010001,Durango,Canatlan,0,0.291666667,0.177083333,0.03125,0.010416667,0.479166667,0,0,1.458333333,0,0.458333333,0,0,0.0625,0.010416667,0.010416667,0.002604167,1.322916667,0.076388889,0.010416667,0,0.041666667,0.236111111,0.5625,0.03125,0.0625,0,2.354166667,0.0625,0.114583333,0.052083333,0,0.138599537,0,0,0,0.020833333,0.25,0,0.729166667,-104.9359398,24.51120376
01010002,Durango,Canelas,0,0,0.010416667,0,0,0.0625,0,0,0.010416667,0,0.041666667,0,0,0,0,0,0,0,0.019675926,0,0,0,0.002314815,0.083333333,0,0,0,0.072916667,0,0,0.010416667,0,0.003472222,0,0,0,0,0,0,0.010416667,-106.4511148,25.07277518
01010003,Durango,Coneto de Comonfort,0,0,0,0,0,0.083333333,0,0,0.052083333,0,0,0,0,0,0,0,0,0,0.005787037,0,0,0,0.00462963,0.03125,0,0,0,0.0625,0,0,0,0,0.001157407,0,0,0,0,0,0,0,-104.7836194,25.03393662
01010004,Durango,Cuencame,0,0.46875,0.333333333,0.041666667,0.0625,0.947916667,0,0,2.583333333,0,0.791666667,0.03125,0.010416667,0.010416667,0.03125,0.052083333,0.002604167,0.739583333,0.104166667,0,0,0.0625,0.219907407,0.708333333,0.302083333,0.09375,0.020833333,1.833333333,0.114583333,0.15625,0.010416667,0,0.152488426,0.004166667,0,0,0,0.260416667,0,1.125,-103.7004473,24.69419192
01010005,Durango,Durango,0.125,34.02083333,17.35416667,1.895833333,8.583333333,66.09375,0.041666667,0.989583333,129.3645833,7.927083333,17.97916667,0.333333333,0.03125,3.979166667,0.520833333,1.416666667,0.049479167,104.4166667,0.872685185,0.583333333,0.010416667,3.15625,18.66087963,20.94791667,15.66666667,13.19791667,1.739583333,34.97916667,11.83333333,10.01041667,2.072916667,0,12.39380787,0.014583333,0,0.052083333,0.520833333,9.958333333,0.135416667,269.0625,-104.8438437,23.97045619
01010006,Durango,General Simon Bolivar,0,0.072916667,0.020833333,0,0.010416667,0.020833333,0,0,0.052083333,0,0.145833333,0,0,0,0,0,0,0.052083333,0.00462963,0,0,0,0.013888889,0.03125,0.03125,0.010416667,0,0.041666667,0.020833333,0,0.010416667,0,0.006655093,0.002083333,0,0,0,0.010416667,0,0.0625,-103.2117375,24.76130526
01010007,Durango,Gomez Palacio,0.03125,8.260416667,8.177083333,1.010416667,2.46875,31.33333333,0,0.0625,38.4375,1.135416667,5.989583333,0.125,0.072916667,0.447916667,0.4375,3.9375,0.041666667,16.33333333,0.69212963,0.395833333,0,2.239583333,9.667824074,22.96875,1.1875,7.625,0.208333333,20.48958333,1.541666667,3.6875,0.5,0,4.925347222,0.04375,0.010416667,0.010416667,0.052083333,3.25,0.114583333,101.8125,-103.490646,25.72795936
01010008,Durango,Guadalupe Victoria,0,1.125,0.229166667,0.052083333,0.072916667,1.177083333,0,0,2.09375,0,0.645833333,0.020833333,0,0.229166667,0,0.041666667,0.0078125,4.53125,0.069444444,0.020833333,0,0.333333333,0.429398148,0.729166667,0.041666667,0.052083333,0.020833333,4.354166667,0.177083333,0.135416667,0.020833333,0,0.214699074,0,0,0,0,0.197916667,0,0.895833333,-104.0731944,24.41256458
01010009,Durango,Guanacevi,0,0.010416667,0.010416667,0.010416667,0,0.177083333,0,0,0.21875,0,0.177083333,0,0,0.052083333,0,0.010416667,0,0.083333333,0.038194444,0,0,0.010416667,0.040509259,0.010416667,0,0.03125,0.010416667,0.270833333,0.010416667,0.010416667,0.010416667,0,0.028935185,0,0,0,0,0.03125,0,0.03125,-106.0669734,25.99624596
01010010,Durango,Hidalgo,0,0.010416667,0,0,0,0,0,0,0.010416667,0,0.010416667,0,0,0,0,0,0,0,0.011574074,0,0,0,0.002314815,0,0,0,0,0.020833333,0,0.010416667,0,0,0.001446759,0,0,0,0,0,0,0.010416667,-104.8169032,26.09012404
01010011,Durango,Inde,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0,0,0,0.009259259,0,0,0,0.00462963,0.020833333,0,0,0,0.03125,0,0.010416667,0,0,0.000868056,0,0,0,0,0.010416667,0,0,-104.9950758,25.7260711
01010012,Durango,Lerdo,0.020833333,2.21875,2.885416667,0.25,1.135416667,8.864583333,0.010416667,0,11.78125,0.21875,2.239583333,0.041666667,0,0.09375,0.0625,0.770833333,0.026041667,3.614583333,0.233796296,0.208333333,0,0.708333333,2.6875,4.5,0.3125,2.4375,0.010416667,6.28125,0.708333333,0.989583333,0.15625,0.010416667,1.484664352,0,0,0,0.052083333,1.166666667,0,37.39583333,-103.685712,25.47755437
01010013,Durango,Mapimi,0,0.239583333,0.114583333,0.010416667,0.0625,0.5625,0,0,0.90625,0,0.291666667,0,0,0.052083333,0,0.03125,0,0.25,0.092592593,0.041666667,0,0.041666667,0.15625,0.5,0.03125,0.020833333,0,0.385416667,0,0.052083333,0.041666667,0,0.094039352,0,0,0,0,0.072916667,0,0.4375,-104.1310047,26.14558532
01010014,Durango,Mezquital,0,0.09375,0.041666667,0,0.041666667,0.625,0,0.03125,0.625,0,0.114583333,0,0,0.041666667,0,0.010416667,0.002604167,0.59375,0.15625,0,0,0,0.210648148,0.375,0.020833333,0.03125,0,1.041666667,0.09375,0.052083333,0.041666667,0,0.092881944,0,0,0,0,0.354166667,0,0.385416667,-104.5508396,23.00142705
01010015,Durango,Nazas,0,0.09375,0.072916667,0,0.010416667,0.125,0,0,0.666666667,0,0.302083333,0,0,0.041666667,0,0,0,0.125,0.046296296,0,0,0.041666667,0.077546296,0.09375,0.010416667,0.010416667,0,0.927083333,0.010416667,0.072916667,0,0,0.039930556,0,0,0,0,0.145833333,0,0.302083333,-104.0777842,25.24701273
01010016,Durango,Nombre de Dios,0,0.291666667,0.177083333,0.020833333,0.145833333,0.885416667,0,0.020833333,1.791666667,0,0.604166667,0,0,0.104166667,0.010416667,0.03125,0,0.947916667,0.054398148,0,0,0.083333333,0.217592593,0.333333333,0.020833333,0.072916667,0,1.666666667,0.041666667,0.145833333,0.03125,0,0.144675926,0,0,0,0,0.09375,0.010416667,0.9375,-104.2110647,23.81382355
01010017,Durango,Ocampo,0,0.052083333,0,0,0.010416667,0.052083333,0,0.010416667,0.135416667,0,0.052083333,0,0,0.020833333,0,0.041666667,0,0.177083333,0.039351852,0,0,0,0.024305556,0.09375,0.010416667,0.010416667,0,0.104166667,0.010416667,0.020833333,0.010416667,0,0.011284722,0,0,0,0,0.072916667,0,0.125,-105.6761679,26.48206499
01010018,Durango,El Oro,0,0.083333333,0.052083333,0.020833333,0,0.197916667,0,0,0.4375,0,0.302083333,0,0,0.052083333,0,0.010416667,0.005208333,0.041666667,0.043981481,0,0,0.010416667,0.047453704,0.09375,0.010416667,0,0.010416667,0.635416667,0.09375,0.0625,0.052083333,0,0.039351852,0.002083333,0,0,0,0.083333333,0,0.104166667,-105.2154234,25.54886338
01010019,Durango,Otaez,0,0.010416667,0,0,0,0.020833333,0,0,0.010416667,0,0,0,0,0,0,0,0,0,0.016203704,0,0,0,0.001157407,0.0625,0,0,0,0.010416667,0,0,0,0,0.001157407,0,0,0,0,0,0,0.020833333,-105.9364631,24.70146343
01010020,Durango,Panuco de Coronado,0,0.229166667,0.041666667,0.010416667,0.03125,0.375,0,0,0.916666667,0,0.09375,0,0,0.083333333,0,0,0,0.447916667,0.030092593,0.020833333,0,0,0.114583333,0.239583333,0.0625,0.03125,0.010416667,1.177083333,0.041666667,0.0625,0,0,0.079861111,0,0,0,0,0.09375,0,0.614583333,-104.3540315,24.49481348
01010021,Durango,Penon Blanco,0,0.135416667,0.0625,0.052083333,0.020833333,0.177083333,0,0,0.385416667,0,0.25,0,0,0.010416667,0,0,0,0.15625,0.011574074,0,0,0.03125,0.042824074,0.03125,0.020833333,0.020833333,0.010416667,0.25,0.020833333,0.020833333,0.010416667,0,0.025173611,0,0,0,0,0.072916667,0,0.25,-104.0822366,24.78594149
01010022,Durango,Poanas,0,0.40625,0.229166667,0.041666667,0.177083333,0.916666667,0,0,1.78125,0.010416667,0.40625,0,0,0.104166667,0,0,0,2.15625,0.033564815,0.03125,0,0.020833333,0.30787037,0.59375,0.010416667,0.104166667,0.010416667,1.8125,0.041666667,0.177083333,0.041666667,0,0.176793981,0,0,0,0.010416667,0.270833333,0,1.177083333,-104.0219093,24.00353027
01010023,Durango,Pueblo Nuevo,0,0.270833333,0.34375,0.052083333,0.052083333,1.15625,0,0,1.791666667,0,0.322916667,0.010416667,0,0.114583333,0,0.020833333,0.002604167,0.927083333,0.229166667,0.020833333,0,0.083333333,0.372685185,3.083333333,0.447916667,0.145833333,0.010416667,2.760416667,0.28125,0.239583333,0.114583333,0,0.2890625,0,0,0,0,0.416666667,0,1.291666667,-105.3138321,23.41121432
01010024,Durango,Rodeo,0,0.260416667,0.052083333,0.010416667,0.010416667,0.354166667,0,0,0.822916667,0,0.302083333,0,0,0.052083333,0,0,0.002604167,0.270833333,0.040509259,0.010416667,0,0,0.087962963,0.177083333,0,0.03125,0,1.34375,0.03125,0.083333333,0.03125,0,0.064236111,0,0,0,0,0.083333333,0,0.28125,-104.5615848,25.19526959
01010025,Durango,San Bernardo,0,0,0.010416667,0,0,0.010416667,0,0,0.010416667,0,0.010416667,0,0,0,0,0,0,0.03125,0.003472222,0,0,0,0.00462963,0,0,0,0,0.020833333,0,0,0,0,0.003472222,0,0,0,0,0,0,0.010416667,-105.6722955,26.18401508
01010026,Durango,San Dimas,0,0.09375,0.03125,0,0.010416667,0.197916667,0,0,0.166666667,0,0.09375,0,0,0,0,0,0,0.135416667,0.085648148,0,0,0,0.072916667,0.385416667,0.010416667,0.052083333,0,0.59375,0.010416667,0.052083333,0.010416667,0,0.029513889,0,0,0,0,0.15625,0,0.229166667,-105.7423922,24.228184
01010027,Durango,San Juan de Guadalupe,0,0,0.03125,0,0,0.03125,0,0,0.1875,0,0.020833333,0,0,0,0,0,0,0,0.008101852,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0.001736111,0,0,0,0,0.010416667,0,0.03125,-102.7180458,24.64742512
01010028,Durango,San Juan del Rio,0,0.125,0.0625,0,0.010416667,0.59375,0,0.020833333,1.572916667,0.020833333,0.572916667,0,0,0.041666667,0,0.020833333,0,0.53125,0.02662037,0,0,0.03125,0.131944444,0.177083333,0.03125,0.041666667,0.010416667,1.447916667,0.03125,0.052083333,0,0,0.056134259,0.002083333,0,0,0,0.114583333,0,0.489583333,-104.470456,24.80730132
01010029,Durango,San Luis del Cordero,0,0,0,0,0.010416667,0.010416667,0,0,0.010416667,0,0,0,0,0,0,0,0,0.010416667,0.001157407,0,0,0,0.003472222,0,0,0,0,0,0,0,0,0,0.001157407,0,0,0,0,0,0,0,-104.3064884,25.37611893
01010030,Durango,San Pedro del Gallo,0,0,0,0,0,0,0,0,0.010416667,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010416667,0,0.000289352,0,0,0,0,0,0,0,-104.3982691,25.62186469
01010031,Durango,Santa Clara,0,0.041666667,0.03125,0.010416667,0,0.041666667,0,0,0.135416667,0,0.166666667,0,0,0,0,0,0,0.072916667,0.025462963,0,0,0.010416667,0.015046296,0.041666667,0.041666667,0.010416667,0,0.135416667,0,0,0.020833333,0,0.014467593,0,0,0,0,0.114583333,0,0.052083333,-103.4138317,24.49771291
01010032,Durango,Santiago Papasquiaro,0,1.072916667,0.520833333,0.041666667,0.291666667,3.71875,0,0,5.114583333,0.010416667,1.125,0.03125,0,0.395833333,0.010416667,0.0625,0.0078125,2.34375,0.113425926,0.052083333,0,0.385416667,0.50462963,3.052083333,0.21875,0.208333333,0.010416667,5.479166667,0.40625,0.28125,0.145833333,0,0.306423611,0.004166667,0,0,0,0.604166667,0,3.34375,-105.6907177,24.9844377
01010033,Durango,Suchil,0,0.114583333,0.041666667,0.020833333,0,0.1875,0,0,0.15625,0,0.052083333,0.072916667,0,0.010416667,0,0,0,0.083333333,0.013888889,0,0,0.010416667,0.048611111,0.5,0.010416667,0.020833333,0,0.541666667,0.03125,0,0,0,0.036747685,0,0,0,0,0.020833333,0,0.166666667,-104.149813,23.43676786
01010034,Durango,Tamazula,0,0.020833333,0.020833333,0,0.03125,0.177083333,0,0,0.09375,0,0.010416667,0,0,0.010416667,0,0,0.002604167,0.03125,0.189814815,0.03125,0,0.010416667,0.052083333,0.0625,0.041666667,0.010416667,0,0.520833333,0.072916667,0.010416667,0.072916667,0,0.035011574,0,0,0,0,0.09375,0,0.041666667,-106.7107624,24.94601525
01010035,Durango,Tepehuanes,0,0.104166667,0.125,0,0,0.385416667,0,0,0.75,0,0.239583333,0,0,0.145833333,0.010416667,0.010416667,0,0.21875,0.052083333,0,0,0.010416667,0.06712963,0.1875,0.020833333,0.010416667,0.010416667,0.71875,0.041666667,0.052083333,0.010416667,0,0.062789352,0.002083333,0,0,0,0.177083333,0,0.114583333,-106.0614262,25.45032528
01010036,Durango,Tlahualilo,0,0.052083333,0.03125,0.010416667,0,0.145833333,0,0,0.166666667,0,0.135416667,0.052083333,0,0,0.010416667,0.052083333,0,0.135416667,0.037037037,0,0,0,0.059027778,0.25,0,0.020833333,0,0.125,0.010416667,0.020833333,0,0,0.030092593,0.00625,0,0,0,0,0,0.104166667,-103.6252138,26.34475627
01010037,Durango,Topia,0,0.010416667,0,0,0,0.041666667,0,0,0.104166667,0,0.010416667,0,0,0,0,0,0,0.010416667,0.015046296,0,0,0.03125,0.009259259,0.104166667,0.010416667,0.020833333,0,0.09375,0.010416667,0,0,0,0.002025463,0,0,0,0,0,0,0.010416667,-106.5897318,25.2568511
01010038,Durango,Vicente Guerrero,0,0.375,0.125,0.020833333,0.03125,0.739583333,0,0,1.604166667,0,0.197916667,0.020833333,0,0.145833333,0,0,0.002604167,3.239583333,0.041666667,0,0,0.0625,0.193287037,1.114583333,0.052083333,0.041666667,0,3,0.145833333,0.083333333,0.03125,0,0.16087963,0,0,0,0,0.322916667,0,0.71875,-103.9511004,23.73332892
01010039,Durango,Nuevo Ideal,0,0.229166667,0.25,0.020833333,0.041666667,0.625,0,0.010416667,1.354166667,0,0.34375,0.010416667,0,0.177083333,0.03125,0.010416667,0,0.65625,0.046296296,0,0,0,0.144675926,0.28125,0.114583333,0.052083333,0.010416667,1.84375,0.135416667,0.072916667,0.052083333,0,0.097800926,0.002083333,0,0,0.010416667,0.114583333,0,0.458333333,-105.0380886,24.84663525
011001,Aguascalientes,Aguascalientes,0.427083333,41.28125,0.166666667,0,24.28125,171.4479167,1.46875,3.697916667,208.3125,14.58333333,17.38541667,1.229166667,0.041666667,5.59375,5.354166667,31.47916667,0.0390625,104.5520833,1.241898148,4.208333333,0.052083333,12.88541667,28.18865741,80.30208333,7.354166667,2.46875,0.208333333,119.5416667,14.55208333,22.22916667,2.270833333,0,20.59519676,0.06875,0.041666667,0.177083333,4.114583333,10.55208333,0.447916667,97.5625,-102.295872,21.81140007
011002,Aguascalientes,Asientos,0.010416667,0.489583333,0,0,0.5,4.21875,0.083333333,0.072916667,4.875,0.302083333,0.5625,0.052083333,0,0.104166667,0,2.375,0.002604167,1.010416667,0.105324074,0.083333333,0,0.041666667,0.935185185,2.625,0.09375,0,0,1.854166667,0.291666667,0.729166667,0.020833333,0,0.471354167,0,0,0.010416667,0.135416667,0.34375,0,2.822916667,-102.04559,22.12647868
011003,Aguascalientes,Calvillo,0,0.927083333,0,0,0.802083333,3.354166667,0.177083333,0.208333333,7.729166667,0.291666667,0.989583333,0.072916667,0,0.364583333,0.104166667,0.666666667,0.005208333,2.78125,0.113425926,0.166666667,0,0.125,0.888888889,3.958333333,0.114583333,0.041666667,0,3.447916667,0.395833333,0.833333333,0.03125,0,0.647280093,0.002083333,0,0.010416667,0.21875,0.427083333,0,1.90625,-102.7049114,21.90064043
011004,Aguascalientes,Cosio,0,0.270833333,0,0,0.333333333,0.65625,0.03125,0.010416667,1.885416667,0.072916667,0.104166667,0.010416667,0,0.083333333,0,1.927083333,0,0.354166667,0.03587963,0.03125,0,0.010416667,0.311342593,1.052083333,0.03125,0.010416667,0.010416667,0.947916667,0.083333333,0.270833333,0,0,0.223668981,0.002083333,0,0,0.052083333,0.072916667,0,0.822916667,-102.2970378,22.36061874
011005,Aguascalientes,Jesus Maria,0.03125,3.15625,0.010416667,0,3.604166667,14.07291667,0.229166667,0.364583333,20.08333333,0.458333333,2,0.072916667,0,0.645833333,0.208333333,2.770833333,0.015625,7.020833333,0.208333333,0.4375,0.010416667,0.645833333,2.653935185,5.479166667,0.4375,0.09375,0.010416667,21.625,1.520833333,2.3125,0.03125,0,2.094907407,0.014583333,0,0,0.541666667,1.114583333,0.03125,10.67708333,-102.4457004,21.93211248
011006,Aguascalientes,Pabellon de Arteaga,0.03125,1.697916667,0,0,1.322916667,4.96875,0.09375,0.09375,6.833333333,0.572916667,0.59375,0.1875,0.010416667,0.302083333,0.197916667,1.958333333,0.002604167,1.802083333,0.08912037,0.1875,0,0.3125,1.207175926,11.14583333,0.083333333,0.083333333,0,5.229166667,0.552083333,0.854166667,0.03125,0,0.912615741,0.00625,0,0,0.135416667,0.427083333,0.010416667,3.020833333,-102.3016922,22.1045439
011007,Aguascalientes,Rincon de Romos,0.041666667,1.552083333,0.010416667,0,1.020833333,3.75,0,0.21875,7.854166667,0.489583333,0.697916667,0.0625,0,0.354166667,0.177083333,1.833333333,0.005208333,2.427083333,0.123842593,0.145833333,0,0.197916667,1.258101852,4.229166667,0.197916667,0.020833333,0,9.260416667,0.65625,0.75,0.041666667,0,0.802662037,0.00625,0,0,0.208333333,0.541666667,0.010416667,3.677083333,-102.3407267,22.26739354
011008,Aguascalientes,San Jose de Gracia,0,0.21875,0,0,0.28125,0.729166667,0.041666667,0.020833333,2.041666667,0.145833333,0.229166667,0.09375,0,0.010416667,0.010416667,0.375,0,0.375,0.012731481,0.052083333,0,0.0625,0.267361111,0.885416667,0.010416667,0,0,0.875,0.083333333,0.135416667,0,0,0.122685185,0,0,0,0.083333333,0.041666667,0,0.3125,-102.5258287,22.14659762
011009,Aguascalientes,Tepezala,0.010416667,0.333333333,0,0,0.3125,1.0625,0.020833333,0.052083333,2.166666667,0.010416667,0.25,0.041666667,0,0.083333333,0.010416667,1.010416667,0,0.697916667,0.041666667,0.03125,0,0.020833333,0.344907407,1.020833333,0.052083333,0.010416667,0,1.270833333,0.177083333,0.375,0.010416667,0,0.183738426,0.002083333,0,0,0.083333333,0.135416667,0,0.854166667,-102.1921325,22.2369581
011010,Aguascalientes,El Llano,0,0.385416667,0,0,0.510416667,2.427083333,0.052083333,0.114583333,3.5625,0.270833333,0.333333333,0.041666667,0,0.03125,0.020833333,1.135416667,0,0.729166667,0.071759259,0.03125,0.010416667,0.072916667,0.579861111,1.145833333,0.052083333,0.010416667,0.010416667,1.708333333,0.135416667,0.416666667,0.03125,0,0.253761574,0.002083333,0,0,0.0625,0.21875,0,1.40625,-102.0354243,21.92151073
011011,Aguascalientes,San Francisco de los Romo,0.09375,1.552083333,0.010416667,0,1.583333333,6.635416667,0.072916667,0.260416667,10.125,0.4375,0.78125,0.041666667,0,0.229166667,0.010416667,1.333333333,0.002604167,2.53125,0.108796296,0.239583333,0,0.09375,1.474537037,2.635416667,0.291666667,0.09375,0,4.75,0.6875,1.239583333,0.041666667,0,1.002314815,0.004166667,0.010416667,0.010416667,0.375,0.635416667,0.03125,5.270833333,-102.2290285,22.03306556
01111001,Guanajuato,Abasolo,0.010416667,0.9375,0.635416667,0.208333333,0.489583333,7.979166667,0.083333333,0.104166667,6.791666667,0.020833333,1.28125,0,0,0.104166667,0.020833333,0.5,0,1.4375,0.52662037,0.010416667,0,0.71875,1.175925926,2.03125,0,0,0,17.28125,0,0.020833333,0.21875,0,0.708912037,0.004166667,0,0.010416667,0.020833333,0.364583333,0,10.01041667,-101.5359831,20.53312406
01111002,Guanajuato,Acambaro,0.020833333,0.927083333,1.0625,0.166666667,0.354166667,9.114583333,0.010416667,0.166666667,7.65625,0.177083333,1.510416667,0.020833333,0.010416667,0.052083333,0.125,0.479166667,0.0078125,2.375,0.927083333,0.03125,0,1.6875,1.493055556,3.166666667,0.052083333,0.010416667,0,17.84375,0,0.020833333,0.40625,0,0.549768519,0.002083333,0.010416667,0,0.020833333,0.520833333,0,6.53125,-100.7520017,20.05246123
01111003,Guanajuato,San Miguel de Allende,0.041666667,3.677083333,3.09375,0.541666667,2.15625,19.64583333,0.052083333,0.46875,31.6875,0.21875,6.114583333,0.0625,0.010416667,0.395833333,0.53125,2.416666667,0.010416667,10.96875,0.71412037,0.0625,0,4.583333333,5.334490741,6.947916667,0.145833333,0.020833333,0,60.66666667,0,0.010416667,0.322916667,0,2.249131944,0.002083333,0.010416667,0.03125,0.229166667,2.822916667,0,35.57291667,-100.737771,20.92525448
01111004,Guanajuato,Apaseo el Alto,0.041666667,0.708333333,0.666666667,0.145833333,0.270833333,6.53125,0,0.09375,6.28125,0.03125,1,0.020833333,0,0.072916667,0.052083333,0.302083333,0.0078125,1.197916667,0.702546296,0,0,0.916666667,0.821759259,1.46875,0.229166667,0.020833333,0,15.27083333,0,0.010416667,0.479166667,0,0.545138889,0.004166667,0,0,0.010416667,0.291666667,0,5.510416667,-100.5735197,20.42182792
01111005,Guanajuato,Apaseo el Grande,0.041666667,1.416666667,1.34375,0.416666667,0.59375,13.34375,0,0.260416667,11.45833333,0.010416667,1.90625,0.052083333,0.010416667,0.166666667,0.135416667,0.552083333,0.005208333,2.666666667,0.988425926,0.041666667,0,1.708333333,2.03587963,2.677083333,0.197916667,0.020833333,0,28.27083333,0,0.041666667,0.802083333,0,1.62181713,0.00625,0.03125,0,0.083333333,0.864583333,0,14.32291667,-100.621755,20.57550089
01111006,Guanajuato,Atarjea,0,0.010416667,0.03125,0,0.010416667,0.197916667,0,0,0.40625,0,0.072916667,0,0,0,0,0.010416667,0,0.020833333,0.013888889,0,0,0.020833333,0.042824074,0.020833333,0,0,0,0.489583333,0,0,0,0,0.015914352,0,0,0,0,0.020833333,0,0.239583333,-99.80445336,21.26518433
01111007,Guanajuato,Celaya,0.510416667,12.5,11.17708333,2.229166667,3.09375,62.08333333,0.03125,1.958333333,73.3125,0.59375,7.760416667,0.177083333,0.104166667,1.614583333,1.552083333,6.71875,0.078125,25.14583333,3.068287037,0.166666667,0.03125,18.5,11.26967593,29.25,1.239583333,0.072916667,0,199,0,0.0625,2.989583333,0,13.56799769,0.0375,0.052083333,0.0625,0.322916667,5.291666667,0,136.0833333,-100.7878707,20.53751106
01111008,Guanajuato,Manuel Doblado,0,0.260416667,0.34375,0.020833333,0.135416667,1.625,0,0.020833333,2.364583333,0.010416667,0.6875,0.010416667,0,0,0,0.364583333,0,0.614583333,0.152777778,0,0,0.197916667,0.277777778,0.78125,0,0,0,4.614583333,0,0,0.010416667,0,0.171585648,0,0,0,0.010416667,0.0625,0,1.791666667,-101.8797767,20.71292905
01111009,Guanajuato,Comonfort,0.03125,1.09375,0.802083333,0.09375,0.5625,6.895833333,0,0.145833333,7.28125,0.0625,1.46875,0.041666667,0.010416667,0.114583333,0.104166667,0.25,0.0078125,1.427083333,0.353009259,0.020833333,0,1.260416667,1.510416667,2.260416667,0.020833333,0,0,16.625,0,0.010416667,0.104166667,0,0.673900463,0,0.010416667,0,0.0625,0.6875,0,4.979166667,-100.7911159,20.74129186
01111010,Guanajuato,Coroneo,0,0.135416667,0.041666667,0,0.0625,1.197916667,0,0,0.760416667,0,0.15625,0,0.010416667,0.010416667,0,0.09375,0,0.28125,0.054398148,0,0,0.09375,0.113425926,0.166666667,0.020833333,0.010416667,0,2.010416667,0,0.010416667,0.041666667,0,0.057581019,0,0,0,0,0.104166667,0,0.65625,-100.3836032,20.21698746
01111011,Guanajuato,Cortazar,0.020833333,1.864583333,1.354166667,0.28125,0.770833333,13.17708333,0,0.3125,10.0625,0.072916667,0.739583333,0.052083333,0.020833333,0.197916667,0.25,0.635416667,0.0078125,2.614583333,0.574074074,0.03125,0.010416667,3.71875,1.853009259,4.4375,0.291666667,0,0,29.54166667,0,0,0.458333333,0,1.605902778,0,0.03125,0,0.052083333,0.760416667,0,15.1875,-100.9383629,20.42910593
01111012,Guanajuato,Cueramaro,0,0.229166667,0.302083333,0.052083333,0.177083333,2.770833333,0,0.072916667,2.354166667,0,0.520833333,0,0,0.0625,0.010416667,0.239583333,0.0078125,0.5,0.15162037,0,0,0.145833333,0.423611111,2.614583333,0.020833333,0.010416667,0,8.15625,0,0.010416667,0.125,0,0.262731481,0,0.010416667,0.010416667,0.010416667,0.166666667,0,1.802083333,-101.6680009,20.61521723
01111013,Guanajuato,Doctor Mora,0.010416667,0.260416667,0.208333333,0.03125,0.177083333,0.885416667,0,0.03125,1.666666667,0.020833333,0.229166667,0.010416667,0,0.020833333,0,0.239583333,0,0.270833333,0.079861111,0,0,0.125,0.243055556,0.447916667,0,0,0,3.645833333,0,0,0,0,0.170138889,0,0,0,0.020833333,0.208333333,0,1.135416667,-100.3596284,21.14160802
01111014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,0.083333333,1.875,2.25,0.510416667,0.604166667,7.34375,0.010416667,0.604166667,16.30208333,0.145833333,2.364583333,0.010416667,0.03125,0.28125,0.34375,1.09375,0,4.40625,0.712962963,0.104166667,0,1.916666667,3.111111111,2.229166667,0.125,0.052083333,0,30.57291667,0,0.041666667,0.177083333,0,1.32494213,0.004166667,0.052083333,0,0.072916667,1.947916667,0,16.90625,-100.9348378,21.1469717
01111015,Guanajuato,Guanajuato,0.177083333,6.572916667,4.8125,1.447916667,3.5,25.92708333,0.03125,1.083333333,47.07291667,0.239583333,6.375,0.145833333,0.020833333,0.46875,1.78125,4.135416667,0.015625,15.10416667,0.506944444,0.364583333,0,9.479166667,6.603009259,9.114583333,0.385416667,0.145833333,0,108.3645833,0,0.052083333,0.541666667,0,3.530381944,0.008333333,0,0.010416667,0.395833333,4.125,0,58.70833333,-101.23731,21.01838586
01111016,Guanajuato,Huanimaro,0,0.197916667,0.09375,0.010416667,0.010416667,1.427083333,0.041666667,0.020833333,1.083333333,0,0.479166667,0.010416667,0,0.020833333,0.010416667,0.09375,0,0.375,0.136574074,0,0,0.072916667,0.179398148,0.333333333,0.010416667,0,0,3.385416667,0,0,0.114583333,0,0.110532407,0,0,0,0,0.052083333,0,1.114583333,-101.4990067,20.36736605
01111017,Guanajuato,Irapuato,0.25,11.70833333,11.88541667,2.510416667,2.729166667,89.4375,0.15625,2.822916667,93.25,0.489583333,9.916666667,0.229166667,0.041666667,1.104166667,2.1875,7.385416667,0.041666667,27.04166667,3.619212963,0.541666667,0.020833333,21.28125,12.89699074,29.02083333,0.291666667,0.166666667,0,214.2708333,0,0.145833333,2.322916667,0,10.86950231,0.008333333,0.083333333,0.083333333,0.447916667,7.25,0,149.09375,-101.3683719,20.69977641
